nr;kuenstler_id;kuenstler;theoretiker_id;theoretiker;text;frage
110;bruce-nauman;Bruce Nauman;donna-haraway;Donna Haraway;Bruce Nauman zwingt Körper in Korridore, Wiederholungen und ungewohnte Blicksituationen. Donna Haraway widerspricht der Vorstellung eines Blicks ohne Standort. Naumans Räume machen diese Situiertheit körperlich spürbar. Wo man steht, wie man sich bewegt und was der eigene Körper gerade nicht sehen kann, wird Teil des Werks.;Was verändert sich, wenn der eigene Standpunkt auffällt?
111;dan-graham;Dan Graham;lucy-suchman;Lucy Suchman;Dan Graham plant Spiegelungen, Glasflächen und Videoverzögerungen sehr genau. Lucy Suchman zeigt jedoch, dass eine Anordnung nicht festlegt, wie Menschen sich darin tatsächlich verhalten. Bei Graham entsteht das Werk deshalb auch aus Reaktionen, Blicken und Bewegungen, die vorher nicht im Plan stehen. Die Konstruktion ist präzise, die Situation bleibt offen.;Was entsteht erst zwischen Plan und Handlung?
112;on-kawara;On Kawara;elena-esposito;Elena Esposito;On Kawara malt ein Datum nur an dem Tag, den es bezeichnet. Elena Esposito untersucht eine Zukunft, die in der Gegenwart erwartet, aber nicht gekannt werden kann. Kawaras Regel trennt diese beiden Seiten scharf. Das morgige Datum ist als Möglichkeit bekannt, doch als Bild kann es erst entstehen, wenn der Tag wirklich Gegenwart geworden ist.;Wann wird ein zukünftiges Datum Gegenwart?
113;felix-gonzalez-torres;Felix Gonzalez-Torres;judith-butler;Judith Butler;Felix Gonzalez-Torres lässt Werke durch Entnahme, Verbrauch und erneute Herstellung fortbestehen. Judith Butler beschreibt Identität nicht als festen Kern, sondern als etwas, das durch wiederholte Vollzüge wirksam bleibt. Bei Gonzalez-Torres bleibt das Werk erkennbar, obwohl seine materiellen Bestandteile wechseln. Seine Identität liegt in einer geregelten Wiederholung, nicht in unveränderter Substanz.;Wie viel Veränderung verträgt dieselbe Identität?
114;agnes-martin;Agnes Martin;henri-bergson;Henri Bergson;Agnes Martins Raster teilen die Fläche in regelmäßige Abstände. Henri Bergson warnt davor, gelebte Zeit wie eine Reihe gleichförmiger Stellen zu behandeln. Vor Martins Bildern treffen beide Ordnungen aufeinander. Das Raster bleibt ruhig, während Sehen, Aufmerksamkeit und Erinnerung sich im Verlauf der Betrachtung verändern.;Wie verändert Dauer ein scheinbar gleiches Bild?
115;hanne-darboven;Hanne Darboven;claude-shannon;Claude Shannon;Hanne Darboven macht Zeit mit Zahlen, Daten und Reihen vergleichbar. Claude Shannon beschreibt Information als Auswahl aus einem bestimmbaren Raum von Möglichkeiten und lässt Bedeutung dabei bewusst außen vor. Darbovens Notationen können gezählt und geordnet werden, doch ihre tägliche Herstellung trägt mehr als Information. Zeit erscheint hier auch als Arbeit, Handschrift und verbrachter Tag.;Was fehlt, wenn Zeit nur als Information erscheint?
116;eva-hesse;Eva Hesse;michel-serres;Michel Serres;Eva Hesses Arbeiten verbinden klare Wiederholung mit Materialien, die sich ihr nicht vollständig fügen. Michel Serres interessiert sich für Störung, Rauschen und Veränderung auf dem Weg einer Übertragung. Bei Hesse sitzt diese Störung nicht außerhalb des Werks. Alterung, Schwerkraft und Materialspannung verändern die Form von innen heraus.;Wann wird Material zur Störung?
117;rebecca-horn;Rebecca Horn;niklas-luhmann;Niklas Luhmann;Rebecca Horn verändert mit technischen Erweiterungen, was ein Körper erreichen und wahrnehmen kann. Niklas Luhmann trennt Wahrnehmung und Kommunikation als verschiedene Vorgänge. Horns Apparate können Bewegungen ordnen und Situationen herstellen, aber sie nehmen nicht anstelle des Körpers wahr. Gerade diese Grenze macht sichtbar, wie viel Vermittlung nötig ist, ohne dass Wahrnehmung übertragbar wird.;Was kann ein Apparat vermitteln, ohne wahrzunehmen?
118;doris-salcedo;Doris Salcedo;jacques-derrida;Jacques Derrida;Doris Salcedo gibt Verlust eine materielle Spur, ohne das Verlorene wieder anwesend zu machen. Jacques Derrida beschreibt die Spur als Wirkung einer Abwesenheit, die nicht einfach verschwindet. Salcedos Möbel, Risse und blockierten Räume machen diese Spannung körperlich erfahrbar. Das Fehlende wird nicht ersetzt, aber es verändert die Gegenwart.;Wie kann eine Spur Abwesenheit zeigen?
119;louise-bourgeois;Louise Bourgeois;n-katherine-hayles;N. Katherine Hayles;Louise Bourgeois bindet Erinnerung an Stoffe, Möbel, Körperformen und Räume. N. Katherine Hayles kritisiert die Vorstellung, ein Muster könne unabhängig von seiner Verkörperung vollständig erhalten bleiben. Bei Bourgeois lässt sich Erinnerung deshalb nicht auf eine abstrakte Geschichte reduzieren. Material, Maßstab und räumliche Nähe bestimmen mit, wie sie gegenwärtig wird.;Was trägt das Material zur Erinnerung bei?
120;marina-abramovic;Marina Abramović;wendy-hui-kyong-chun;Wendy Hui Kyong Chun;Marina Abramović wiederholt Handlungen unter strengen Regeln, bis Gewohnheit und Belastung sichtbar werden. Wendy Hui Kyong Chun untersucht, wie Wiederholung Gewohnheiten erzeugt und dadurch Ordnungen stabil hält. Bei Abramović bekommt diese Stabilität einen Preis. Der Körper muss die Regel jedes Mal neu ausführen und verändert sich dabei.;Wann wird Wiederholung zur Gewohnheit?
121;mona-hatoum;Mona Hatoum;susan-leigh-star;Susan Leigh Star;Mona Hatoum lässt vertraute Räume und Gegenstände unsicher werden. Susan Leigh Star zeigt, dass Infrastruktur meist erst auffällt, wenn etwas nicht mehr reibungslos funktioniert. Hatoum nutzt genau diesen Moment. Ein vertrauter Gegenstand verliert seine Selbstverständlichkeit und macht die räumlichen Regeln sichtbar, auf die wir uns gewöhnlich verlassen.;Was wird sichtbar, wenn Vertrautes nicht mehr funktioniert?
122;agnes-martin;Agnes Martin;hannah-arendt;Hannah Arendt;Hannah Arendt versteht eine gemeinsame Welt nicht als Ort identischer Wahrnehmungen. Gemeinsam wird etwas gerade dadurch, dass dasselbe Ding aus verschiedenen Positionen erscheinen kann. Agnes Martins Raster bietet eine ungewöhnlich stabile Form für solche Verschiedenheit. Das Bild bleibt dasselbe, während Aufmerksamkeit, Abstand und Erfahrung der Betrachtenden auseinandergehen.;Kann dasselbe Bild verschiedene Blickpunkte zusammenhalten?
123;louise-bourgeois;Louise Bourgeois;henri-bergson;Henri Bergson;Louise Bourgeois kehrt immer wieder zu früheren Erfahrungen, Figuren und Räumen zurück. Henri Bergson versteht Erinnerung nicht als gespeichertes Bild, das unverändert abgerufen wird. Vergangenes wirkt aus der jeweiligen Gegenwart neu. Bourgeois' Cells zeigen genau diese Bewegung: Erinnerung bekommt wieder eine Form, aber nie dieselbe Gegenwart.;Wie verändert Gegenwart unsere Erinnerung?
124;hanne-darboven;Hanne Darboven;karen-barad;Karen Barad;Hanne Darboven ordnet Zeit durch Kalender, Zahlen und Schrift. Karen Barad fragt, wie ein Apparat mitbestimmt, was überhaupt als Unterschied erscheinen kann. Darbovens Verfahren registriert Zeit deshalb nicht einfach. Es legt fest, welche Aspekte eines Tages als Zahl, Datum oder Zeichen wiederauffindbar werden und welche außerhalb dieser Ordnung bleiben.;Was macht eine Notation sichtbar?
125;eva-hesse;Eva Hesse;susan-leigh-star;Susan Leigh Star;Eva Hesses Werke altern auf eine Weise, die Museen vor praktische Entscheidungen stellt. Susan Leigh Star untersucht Infrastrukturen, die im Hintergrund Stabilität ermöglichen. Bei Hesse wird diese Infrastruktur besonders deutlich, weil Konservierung, Lagerung und Ausstellung daran mitwirken, wie ein veränderliches Werk weiterbesteht. Die Skulptur und ihre institutionelle Pflege lassen sich nicht vollständig trennen.;Wer hält ein alterndes Werk zusammen?
126;marina-abramovic;Marina Abramović;donna-haraway;Donna Haraway;Marina Abramović setzt ihren eigenen Körper einer Situation aus und macht seine Anwesenheit zum Material der Arbeit. Donna Haraway fordert einen Blick, der seine körperliche und räumliche Position nicht verleugnet. Abramović zeigt, dass auch eine scheinbar einfache Regel für verschiedene Körper nicht dieselbe Erfahrung bedeutet. Anwesenheit ist immer situiert.;Wie verändert der Körper die gleiche Regel?
127;rebecca-horn;Rebecca Horn;n-katherine-hayles;N. Katherine Hayles;Rebecca Horns Prothesen verändern, was ein Körper tun und wahrnehmen kann. N. Katherine Hayles verbindet das Posthumane nicht mit dem Verschwinden des Körpers, sondern mit der Kritik am vollständig autonomen Subjekt. Bei Horn verteilt sich Handlung auf Organismus, Mechanik und Umgebung. Der Körper wird nicht ersetzt, aber seine Fähigkeiten gehören ihm nicht mehr allein.;Wer handelt, wenn Körper und Apparat nur gemeinsam handeln können?
128;mona-hatoum;Mona Hatoum;lucy-suchman;Lucy Suchman;Mona Hatoums Räume wirken oft vertraut, bis eine kleine Verschiebung die Bewegung darin verändert. Lucy Suchman zeigt, dass Handeln nicht einfach einem Plan folgt, sondern sich in der Situation bildet. Ein Grundriss kann vorgeben, wo Dinge stehen. Wie sich ein Körper darin orientiert, zögert oder ausweicht, entscheidet sich erst vor Ort.;Was entscheidet sich erst beim Durchqueren eines Raums?
129;doris-salcedo;Doris Salcedo;elena-esposito;Elena Esposito;Elena Esposito untersucht, wie Gegenwart mit einer Zukunft umgeht, deren Ausgang noch offen ist. Doris Salcedo arbeitet am anderen Ende dieser Zeitordnung, mit Folgen von Gewalt, die nicht mehr rückgängig gemacht werden können. Was einmal Möglichkeit, Entscheidung oder Risiko war, erscheint im Werk als festgelegte Vergangenheit. Die offene Zukunft und ihre irreversible Folge liegen plötzlich nebeneinander.;Wann wird aus einer Möglichkeit irreversible Vergangenheit?
130;agnes-martin;Agnes Martin;wendy-hui-kyong-chun;Wendy Hui Kyong Chun;Agnes Martins Raster leben von Wiederholung, ohne dass jeder Blick dasselbe sieht. Wendy Hui Kyong Chun beschreibt Gewohnheit als eine Wiederholung, die selbstverständlich wird und dadurch Wahrnehmung ordnet. Martins Bilder können diese Selbstverständlichkeit verlangsamen. Je vertrauter das Raster wird, desto eher fallen kleine Abweichungen auf.;Kann Gewohnheit Unterschiede sichtbarer machen?
131;hanne-darboven;Hanne Darboven;judith-butler;Judith Butler;Hanne Darboven wiederholt Regeln des Schreibens und Rechnens über lange Zeiträume. Judith Butler zeigt, dass Wiederholung nicht einfach Kopie bedeutet, sondern eine Ordnung überhaupt erst wirksam hält. Darbovens Regel besteht deshalb nicht unabhängig von ihren Blättern. Sie erhält ihre Dauer dadurch, dass sie immer wieder ausgeführt und dabei materiell verschieden wird.;Wie verändert Ausführung eine Regel?
132;eva-hesse;Eva Hesse;hannah-arendt;Hannah Arendt;Hannah Arendt gibt den Dingen der gemeinsamen Welt Bedeutung, weil sie menschliche Lebensläufe überdauern können. Kunstwerke besitzen in diesem Sinn eine besondere Dauer. Eva Hesse wählt Materialien, die genau diese Beständigkeit unterlaufen. Ihre Arbeiten bleiben Teil einer gemeinsamen Welt, obwohl ihre Stoffe altern und ihre Form nicht unbegrenzt gesichert werden kann.;Wie dauerhaft muss Kunst sein, um Welt zu bilden?
133;louise-bourgeois;Louise Bourgeois;karen-barad;Karen Barad;Louise Bourgeois baut mit den Cells Grenzen, durch die man schaut, an denen man entlanggeht und die man nicht einfach überschreitet. Karen Barad versteht Grenzen nicht als selbstverständlich gegeben, sondern als Ergebnis konkreter Anordnungen. Bei Bourgeois wird diese Herstellung körperlich erfahrbar. Innen und außen entstehen durch Material, Blick und Position.;Wie entsteht bei einer Cell ein Innen und Außen?
134;marina-abramovic;Marina Abramović;n-katherine-hayles;N. Katherine Hayles;Marina Abramovićs Performances lassen sich dokumentieren, beschreiben und wiederaufführen, aber keine Aufzeichnung übernimmt den ursprünglichen körperlichen Vollzug. N. Katherine Hayles unterscheidet abstrakte Information von ihrer Verkörperung. Bei Abramović wird diese Differenz besonders deutlich. Die Regel kann übermittelt werden, die gelebte Dauer nicht.;Was fehlt einer dokumentierten Performance?
135;rebecca-horn;Rebecca Horn;elena-esposito;Elena Esposito;Elena Esposito betont, dass Prognosen die Zukunft nicht kennen, sondern in der Gegenwart Erwartungen erzeugen. Rebecca Horns Maschinen scheinen dagegen einen Ablauf bereits festzulegen. Doch sobald Mechanik auf Körper, Reibung und Raum trifft, wird aus dem vorgesehenen Ablauf ein tatsächliches Ereignis. Die Maschine macht Zukunft berechenbarer, ohne sie in Gegenwart zu verwandeln.;Was weiß eine Maschine über ihren nächsten Moment?
136;mona-hatoum;Mona Hatoum;donna-haraway;Donna Haraway;Mona Hatoum verändert vertraute Dinge so, dass der eigene Körper seine Position neu einschätzen muss. Donna Haraway erinnert daran, dass jeder Blick an einen Standort gebunden ist. Hatoums Arbeiten machen diese Abhängigkeit spürbar. Nähe, Distanz und Sicherheit sehen anders aus, wenn sich die eigene Position verändert.;Wie verändert der Standort, was vertraut erscheint?
137;doris-salcedo;Doris Salcedo;susan-leigh-star;Susan Leigh Star;Doris Salcedo macht Verlust in Möbeln, Wänden und öffentlichen Eingriffen sichtbar. Susan Leigh Star fragt nach den oft unsichtbaren Strukturen, die eine gemeinsame Praxis tragen. Auch öffentliches Erinnern braucht solche Bedingungen. Institutionen, Orte, Pflege und Rituale entscheiden mit, ob eine materielle Spur bestehen und wieder aufgesucht werden kann.;Welche Infrastruktur braucht Erinnerung?
138;agnes-martin;Agnes Martin;lucy-suchman;Lucy Suchman;Agnes Martins Raster gibt dem Blick eine stabile Ordnung, aber keine feste Route. Lucy Suchman beschreibt Handeln als etwas, das sich unter lokalen Bedingungen entwickelt. Auch Sehen folgt keinem fertigen Plan des Bildes. Augen wandern, Aufmerksamkeit bricht ab, Abstand verändert sich und einzelne Linien treten erst später hervor.;Kann ein Bild den Blick planen?
139;hanne-darboven;Hanne Darboven;hannah-arendt;Hannah Arendt;Hanne Darboven verwandelt private Arbeitszeit in Blätter, Reihen und Archive, die öffentlich zugänglich werden. Hannah Arendt denkt eine gemeinsame Welt als etwas, das zwischen verschiedenen Menschen Bestand gewinnt. Darbovens Notationen überschreiten dadurch ihren ursprünglichen Schreibmoment. Eine individuelle Tätigkeit wird zu einem Gegenstand, zu dem andere später zurückkehren können.;Wie wird private Zeit Teil einer gemeinsamen Welt?
140;eva-hesse;Eva Hesse;wendy-hui-kyong-chun;Wendy Hui Kyong Chun;Eva Hesses serielle Formen versprechen Wiederholung, während ihre Materialien altern und sich verändern. Wendy Hui Kyong Chun beschreibt technische Stabilität als Ergebnis fortgesetzter Erneuerung. Bei Hesse wird diese Logik problematisch. Erhaltung kann das Werk bewahren, aber jeder Eingriff verändert auch den materiellen Verlauf, den das Werk bereits genommen hat.;Wann wird Erhaltung selbst zur Veränderung?
141;louise-bourgeois;Louise Bourgeois;judith-butler;Judith Butler;Louise Bourgeois arbeitet immer wieder mit Körpern, Häusern, Elternfiguren, Sexualität und familiären Rollen. Judith Butler untersucht, wie Körper und Identitäten durch gesellschaftliche Normen erkennbar werden. Bourgeois bestätigt solche Kategorien nicht einfach. Ihre Formen verschieben, übertreiben und vermischen, was als weiblich, männlich, mütterlich oder körperlich selbstverständlich erscheinen könnte.;Welche Normen lesen wir in einen Körper hinein?
142;marina-abramovic;Marina Abramović;elena-esposito;Elena Esposito;Marina Abramović kündigt bei vielen Arbeiten Dauer und Bedingungen im Voraus an. Elena Esposito zeigt, dass Vorstellungen von Zukunft die Gegenwart schon verändern, obwohl das Kommende noch nicht eingetreten ist. Wer weiß, dass eine Performance sechs Stunden dauern wird, erlebt bereits den ersten Moment im Horizont dieses Endes. Die festgelegte Dauer erzeugt Erwartungen, ohne den Verlauf festzulegen.;Wie verändert ein angekündigtes Ende die Gegenwart?
